parish_name,parish_code,ever_iline
SALS FÖRSAMLING,160207000,0
FLO FÖRSAMLING,160208000,1
TENGENE FÖRSAMLING,160209000,1
TRÖKÖRNA FÖRSAMLING,160210000,0
LÄNGNUMS FÖRSAMLING,160211000,0
HYRINGA FÖRSAMLING,160212000,1
MALMA FÖRSAMLING R LÄN,160301000,1
FRÄMMESTADS FÖRSAMLING,160302000,0
BÄREBERGS FÖRSAMLING,160303000,1
ESSUNGA FÖRSAMLING,160304000,1
KYRKÅS FÖRSAMLING R LÄN,160305000,0
FÅGLUMS FÖRSAMLING,160306000,0
BARNE ÅSAKA FÖRSAMLING,160307000,0
LEKÅSA FÖRSAMLING,160308000,0
UTVÄNGSTORPS FÖRSAMLING,162201000,0
SANDHEMS FÖRSAMLING R LÄN,162202000,0
NYKYRKA FÖRSAMLING R LÄN,162203000,0
BJURBÄCKS FÖRSAMLING,162204000,0
HABO FÖRSAMLING,162301000,0
GUSTAV ADOLFS FÖRSAMLING R LÄN,162302000,0
BRANDSTORPS FÖRSAMLING,162303000,0
KARLSBORGS FÖRSAMLING,163701000,0
BREVIKS FÖRSAMLING,163702000,0
MÖLLTORPS FÖRSAMLING,163703000,0
UNDENÄS FÖRSAMLING,163704000,0
AMNEHÄRADS FÖRSAMLING,164301000,1
HOVA FÖRSAMLING,164302000,1
SÖDRA RÅDA FÖRSAMLING,164303000,1
VARA FÖRSAMLING,166001000,1
SPARLÖSA FÖRSAMLING,166002000,1
SLÄDENE FÖRSAMLING,166003000,0
LEVENE FÖRSAMLING,166004000,1
LONGS FÖRSAMLING,166005000,1
HÄLLUMS FÖRSAMLING,166006000,1
SKARSTADS FÖRSAMLING,166007000,1
ÖNUMS FÖRSAMLING,166008000,1
NAUMS FÖRSAMLING,166009000,1
SÖDRA KEDUMS FÖRSAMLING,166010000,1
RYDA FÖRSAMLING,166011000,1
ELINGS FÖRSAMLING,166012000,0
BITTERNA FÖRSAMLING,166013000,0
LASKE VEDUMS FÖRSAMLING,166014000,1
SÖDRA LUNDBY FÖRSAMLING,166015000,1
LARVS FÖRSAMLING,166024000,1
LÄNGJUMS FÖRSAMLING R LÄN,166025000,0
TRÅVADS FÖRSAMLING,166026000,1
JUNGS FÖRSAMLING,166027000,0
FYRUNGA FÖRSAMLING,166028000,1
KVÄNUMS FÖRSAMLING,166029000,1
ÖTTUMS FÖRSAMLING,166030000,0
NORRA VÅNGA FÖRSAMLING,166031000,0
EDSVÄRA FÖRSAMLING,166032000,1
SILS FÖRSAMLING,166101000,1
GÖTENE FÖRSAMLING,166102000,1
KINNE VEDUMS FÖRSAMLING,166103000,0
HOLMESTADS FÖRSAMLING,166104000,0
VÄTTLÖSA FÖRSAMLING,166105000,0
SKEBY FÖRSAMLING,166106000,1
HANGELÖSA FÖRSAMLING,166107000,0
OVA FÖRSAMLING,166108000,0
LEDSJÖ FÖRSAMLING,166109000,0
SKÄLVUMS FÖRSAMLING,166110000,0
BROBY FÖRSAMLING R LÄN,166111000,0
KÄLLBY FÖRSAMLING,166112000,1
HUSABY FÖRSAMLING,166113000,1
KINNE KLEVA FÖRSAMLING,166114000,1
KESTADS FÖRSAMLING,166115000,1
FULLÖSA FÖRSAMLING,166116000,1
FORSHEMS FÖRSAMLING,166117000,1
ÖSTERPLANA FÖRSAMLING,166118000,1
MEDELPLANA FÖRSAMLING,166119000,1
VÄSTERPLANA FÖRSAMLING,166120000,1
TIBRO FÖRSAMLING,166201000,0
RANSBERGS FÖRSAMLING,166202000,0
TÖREBODA FÖRSAMLING,166301000,1
FREDSBERGS FÖRSAMLING,166302000,1
BÄCKS FÖRSAMLING,166303000,0
SVENEBY FÖRSAMLING,166304000,0
HJÄLSTADS FÖRSAMLING,166305000,0
TRÄSTENA FÖRSAMLING,166306000,0
FÄGRE FÖRSAMLING,166307000,0
MO FÖRSAMLING R LÄN,166308000,0
BÄLLEFORS FÖRSAMLING,166309000,0
EKESKOGS FÖRSAMLING,166310000,0
BEATEBERGS FÖRSAMLING,166311000,0
HALNA FÖRSAMLING,166312000,0
ÄLGARÅS FÖRSAMLING,166313000,0
MARIESTADS FÖRSAMLING,168001000,1
LEKSBERGS FÖRSAMLING,168002000,1
ULLERVADS FÖRSAMLING,168003000,1
UTBY FÖRSAMLING R LÄN,168004000,0
EKBY FÖRSAMLING R LÄN,168005000,0
TIDAVADS FÖRSAMLING,168006000,0
ODENSÅKERS FÖRSAMLING,168007000,0
LÅSTADS FÖRSAMLING,168008000,0
EKS FÖRSAMLING,168009000,0
LUGNÅS FÖRSAMLING,168010000,0
BREDSÄTERS FÖRSAMLING,168011000,1
BJÖRSÄTERS FÖRSAMLING R LÄN,168012000,1
TORSÖ FÖRSAMLING R LÄN,168013000,0
ENÅSA FÖRSAMLING,168014000,1
HASSLE FÖRSAMLING,168015000,1
BERGA FÖRSAMLING R LÄN,168016000,1
FÄREDS FÖRSAMLING,168017000,0
LYRESTADS FÖRSAMLING,168018000,1
LIDKÖPINGS FÖRSAMLING,168101000,1
UVEREDS FÖRSAMLING,168102000,1
JÄRPÅS FÖRSAMLING,168103000,1
HÄGGESLEDS FÖRSAMLING,168104000,0
RÅDA FÖRSAMLING R LÄN,168105000,1
MELLBY FÖRSAMLING R LÄN,168106000,1
KÅLLANDS ÅSAKA FÖRSAMLING,168107000,1
SKALUNDA FÖRSAMLING,168108000,0
RACKEBY FÖRSAMLING,168109000,0
STRÖ FÖRSAMLING R LÄN,168110000,0
OTTERSTADS FÖRSAMLING,168111000,0
SUNNERSBERGS FÖRSAMLING,168112000,0
GÖSSLUNDA FÖRSAMLING,168113000,0
SALEBY FÖRSAMLING R LÄN,168114000,1
TRÄSSBERGS FÖRSAMLING,168115000,1
HÄRJEVADS FÖRSAMLING,168116000,1
KARABY FÖRSAMLING R LÄN,168117000,1
TUNS FÖRSAMLING,168118000,1
FRIELS FÖRSAMLING,168119000,1
HOVBY FÖRSAMLING R LÄN,168120000,1
NORRA HÄRENE FÖRSAMLING,168121000,1
LINDÄRVA FÖRSAMLING,168122000,1
HASSLÖSA FÖRSAMLING,168123000,0
SÄVARE FÖRSAMLING,168124000,1
LAVADS FÖRSAMLING,168125000,0
GILLSTADS FÖRSAMLING,168126000,1
TRANUMS FÖRSAMLING,168127000,1
TÅDENE FÖRSAMLING,168128000,0
NORRA KEDUMS FÖRSAMLING,168129000,0
VÄLA FÖRSAMLING,168130000,0
ÖRSLÖSA FÖRSAMLING,168131000,0
SÖNE FÖRSAMLING,168132000,0
SKARA STADSFÖRSAMLING,168201001,1
SKARA LANDSFÖRSAMLING,168201002,1
ISTRUMS FÖRSAMLING,168202000,1
ÖGLUNDA FÖRSAMLING,168203000,0
EGGBY FÖRSAMLING,168204000,1
VARNHEMS FÖRSAMLING,168205000,1
NORRA LUNDBY FÖRSAMLING,168206000,0
SKÄRVS FÖRSAMLING,168207000,1
NORRA VINGS FÖRSAMLING,168208000,1
STENUMS FÖRSAMLING,168209000,1
SKÅNINGS ÅSAKA FÖRSAMLING,168210000,1
HÄNDENE FÖRSAMLING,168211000,1
SYNNERBY FÖRSAMLING R LÄN,168212000,1
MARUMS FÖRSAMLING,168213000,0
HÄRLUNDA FÖRSAMLING R LÄN,168214000,1
BJÄRKA FÖRSAMLING,168214002,1
VINKÖLS FÖRSAMLING,168215000,0
VÄSTRA GERUMS FÖRSAMLING,168216000,0
SKALLMEJA FÖRSAMLING,168217000,1
SKÖVDE LANDSFÖRSAMLING,168301003,1
VÅMBS FÖRSAMLING,168303000,1
RYDS FÖRSAMLING R LÄN,168304000,1
HÄGGUMS FÖRSAMLING,168305000,1
RÅDENE FÖRSAMLING,168306000,1
SJOGERSTADS FÖRSAMLING,168307000,0
NORRA KYRKETORPS FÖRSAMLING,168308000,1
HAGELBERGS FÖRSAMLING,168309000,0
LJUNGHEMS FÖRSAMLING R LÄN,168310000,0
EDÅSA FÖRSAMLING,168311000,0
VAROLA FÖRSAMLING,168312000,0
FORSBY FÖRSAMLING,168313000,0
SVENTORPS FÖRSAMLING,168314000,0
VÄRSÅS FÖRSAMLING,168315000,0
LOCKETORPS FÖRSAMLING,168316000,0
VÄRINGS FÖRSAMLING,168317000,0
HORNS FÖRSAMLING R LÄN,168318000,0
BINNEBERGS FÖRSAMLING,168319000,0
FRÖSVE FÖRSAMLING,168320000,0
SÄTERS FÖRSAMLING R LÄN,168321000,0
BERGS FÖRSAMLING R LÄN,168322000,0
LERDALA FÖRSAMLING,168323000,0
TIMMERSDALA FÖRSAMLING,168324000,0
BÖJA FÖRSAMLING,168325000,0
FLISTADS FÖRSAMLING R LÄN,168326000,0
GÖTLUNDA FÖRSAMLING R LÄN,168327000,0
VADS FÖRSAMLING,168328000,0
HJO STADSFÖRSAMLING,168401001,0
HJO LANDSFÖRSAMLING,168401002,0
GREVBÄCKS FÖRSAMLING,168403000,0
MOFALLA FÖRSAMLING,168404000,0
FÅGELÅS FÖRSAMLING,168406001,0
FRIDENE FÖRSAMLING,168407000,0
KORSBERGA FÖRSAMLING R LÄN,168408000,0
TIDAHOLMS FÖRSAMLING,168501000,0
HÄRJA FÖRSAMLING,168502000,0
DARETORPS FÖRSAMLING,168503000,0
VELINGA FÖRSAMLING,168504000,0
BALTAKS FÖRSAMLING,168505000,1
AGNETORPS FÖRSAMLING,168506000,0
FRÖJEREDS FÖRSAMLING,168507000,0
OTTRAVADS FÖRSAMLING,168508000,1
SUNTAKS FÖRSAMLING,168509000,0
VÄTTAKS FÖRSAMLING,168510000,0
KYMBO FÖRSAMLING,168511000,0
VALSTADS FÖRSAMLING,168512000,0
HÅNGSDALA FÖRSAMLING,168513000,0
ÖSTRA GERUMS FÖRSAMLING,168514000,1
DIMBO FÖRSAMLING,168515000,1
VARVS FÖRSAMLING R LÄN,168516000,0
ACKLINGA FÖRSAMLING,168517000,0
HÖMBS FÖRSAMLING,168518000,0
KUNGSLENA FÖRSAMLING,168519000,0
FALKÖPINGS STADSFÖRSAMLING,168601001,1
FALKÖPINGS LANDSFÖRSAMLING,168601002,1
FRIGGERÅKERS FÖRSAMLING,168602000,1
TRÄVATTNA FÖRSAMLING,168603000,0
HÄLLESTADS FÖRSAMLING R LÄN,168604000,0
FLOBY FÖRSAMLING,168605000,0
SÖRBY FÖRSAMLING R LÄN,168606000,0
GÖKHEMS FÖRSAMLING,168607000,0
ULLENE FÖRSAMLING,168608000,0
VILSKE KLEVA FÖRSAMLING,168609000,0
MARKA FÖRSAMLING,168610000,1
GÖTEVE FÖRSAMLING,168611000,0
GROLANDA FÖRSAMLING,168612000,0
JÄLA FÖRSAMLING,168613000,0
BÖRSTIGS FÖRSAMLING,168614000,0
BRISMENE FÖRSAMLING,168615000,0
KINNEVEDS FÖRSAMLING,168616000,0
VÅRKUMLA FÖRSAMLING,168617000,0
LUTTRA FÖRSAMLING,168618000,0
KARLEBY FÖRSAMLING,168620000,1
ÅSLE FÖRSAMLING,168621000,1
TIARPS FÖRSAMLING,168622000,0
MULARPS FÖRSAMLING,168623000,1
SLÖTA FÖRSAMLING,168624000,0
KÄLVENE FÖRSAMLING,168625000,0
NÄS FÖRSAMLING R LÄN,168626000,0
VARTOFTA ÅSAKA FÖRSAMLING,168627000,0
YLLESTADS FÖRSAMLING,168628000,0
VISTORPS FÖRSAMLING,168629000,0
SKÖRSTORPS FÖRSAMLING,168630000,0
HÖGSTENA FÖRSAMLING,168631000,0
DALA FÖRSAMLING,168632000,0
BORGUNDA FÖRSAMLING,168633000,0
STENSTORPS FÖRSAMLING,168634000,1
BRUNNHEMS FÖRSAMLING,168635000,1
SEGERSTADS FÖRSAMLING R LÄN,168636000,0
SÖDRA KYRKETORPS FÖRSAMLING,168637000,0
VALTORPS FÖRSAMLING,168638000,0
HÅKANTORPS FÖRSAMLING,168639000,0
TORBJÖRNTORPS FÖRSAMLING,168640000,0
GUDHEMS FÖRSAMLING,168641000,0
ÖSTRA TUNHEMS FÖRSAMLING,168642000,1
UGGLUMS FÖRSAMLING,168643000,1
BJURUMS FÖRSAMLING R LÄN,168644000,1
BOLUMS FÖRSAMLING,168647002,0
SÄTUNA FÖRSAMLING,168647003,0
HORNBORGA FÖRSAMLING,168647004,0
FIVLEREDS FÖRSAMLING,168649000,0
SOLBERGA FÖRSAMLING R LÄN,168650000,0
NORRA ÅSARPS FÖRSAMLING,168651000,0
SMULA FÖRSAMLING,168652000,0
STORA KILS FÖRSAMLING,171501000,0
FRYKERUDS FÖRSAMLING,171502000,0
BODA FÖRSAMLING S LÄN,171503000,0
EDA FÖRSAMLING,173001000,0
JÄRNSKOGS FÖRSAMLING,173003000,0
SKILLINGMARKS FÖRSAMLING,173004000,0
KÖLA FÖRSAMLING,173005000,0
FRYKSÄNDE FÖRSAMLING,173701000,0
LEKVATTNETS FÖRSAMLING,173702000,0
VITSANDS FÖRSAMLING,173703000,0
NYSKOGA FÖRSAMLING,173704000,0
ÖSTMARKS FÖRSAMLING,173705000,0
NORRA FINNSKOGA FÖRSAMLING,173706000,0
SÖDRA FINNSKOGA FÖRSAMLING,173707000,0
DALBY FÖRSAMLING S LÄN,173708000,0
NORRA NY FÖRSAMLING,173709000,0
BJURTJÄRNS FÖRSAMLING,176002000,0
LUNGSUNDS FÖRSAMLING,176003000,0
HAMMARÖ FÖRSAMLING,176101000,0
RANSÄTERS FÖRSAMLING,176201000,0
NEDRE ULLERUDS FÖRSAMLING,176302000,0
ÖVRE ULLERUDS FÖRSAMLING,176303000,0
GRUMS FÖRSAMLING,176401000,0
BORGVIKS FÖRSAMLING,176402000,0
EDS FÖRSAMLING S LÄN,176403000,0
VÄRMSKOGS FÖRSAMLING,176404000,0
SILBODALS FÖRSAMLING,176501000,0
SILLERUDS FÖRSAMLING,176502000,0
KARLANDA FÖRSAMLING,176503000,0
HOLMEDALS FÖRSAMLING,176504000,0
BLOMSKOGS FÖRSAMLING,176505000,0
TRANKILS FÖRSAMLING,176506000,0
VÄSTRA FÅGELVIKS FÖRSAMLING,176507000,0
TÖCKSMARKS FÖRSAMLING,176508000,0
ÖSTERVALLSKOGS FÖRSAMLING,176509000,0
SUNNE FÖRSAMLING S LÄN,176601000,0
VÄSTRA ÄMTERVIKS FÖRSAMLING,176602000,0
ÖSTRA ÄMTERVIKS FÖRSAMLING,176603000,0
GRÄSMARKS FÖRSAMLING,176604000,0
LYSVIKS FÖRSAMLING,176605000,0
KARLSTADS STADSFÖRSAMLING,178001002,0
KARLSTADS LANDSFÖRSAMLING,178001003,0
ÖSTRA FÅGELVIKS FÖRSAMLING,178003000,0
VÄSE FÖRSAMLING,178004000,0
ÄLVSBACKA FÖRSAMLING,178005000,0
NYEDS FÖRSAMLING,178006000,0
ALSTERS FÖRSAMLING,178007000,0
GRAVA FÖRSAMLING,178008000,0
NORS FÖRSAMLING,178009000,0
SEGERSTADS FÖRSAMLING S LÄN,178010000,0
KRISTINEHAMNS FÖRSAMLING,178101000,1
VARNUMS FÖRSAMLING,178101002,1
RUDSKOGA FÖRSAMLING,178103000,1
VISNUMS KILS FÖRSAMLING,178104000,0
VISNUMS FÖRSAMLING,178105000,1
ÖLME FÖRSAMLING,178106000,0
FILIPSTADS FÖRSAMLING,178201000,0
FÄRNEBO FÖRSAMLING,178201005,0
BRATTFORS FÖRSAMLING,178203000,0
NORDMARKS FÖRSAMLING,178204000,0
GÅSBORNS FÖRSAMLING,178205000,0
KROPPA FÖRSAMLING,178206000,0
RÄMMENS FÖRSAMLING,178207000,0
EKSHÄRADS FÖRSAMLING,178302000,0
GUSTAV ADOLFS FÖRSAMLING S LÄN,178303000,0
NORRA RÅDA FÖRSAMLING,178304000,0
SUNNEMO FÖRSAMLING,178305000,0
STAVNÄS FÖRSAMLING,178403000,0
HÖGERUDS FÖRSAMLING,178404000,0
GLAVA FÖRSAMLING,178405000,0
BOGENS FÖRSAMLING,178406000,0
GUNNARSKOGS FÖRSAMLING,178407000,0
NY FÖRSAMLING S LÄN,178408000,0
ÄLGÅ FÖRSAMLING,178409000,0
MANGSKOGS FÖRSAMLING,178410000,0
BRUNSKOGS FÖRSAMLING,178411000,0
BY FÖRSAMLING,178501001,0
TVETA FÖRSAMLING S LÄN,178502000,0
BRO FÖRSAMLING S LÄN,178503000,0
BOTILSÄTERS FÖRSAMLING,178504000,0
ÖLSERUDS FÖRSAMLING,178505000,0
MILLESVIKS FÖRSAMLING,178506000,0
ESKILSÄTERS FÖRSAMLING,178507000,0
SÖDRA NY FÖRSAMLING,178508001,0
HUGGENÄS FÖRSAMLING,178508002,0
GILLBERGA FÖRSAMLING S LÄN,178509000,0
KILA FÖRSAMLING S LÄN,178510000,0
SVANSKOGS FÖRSAMLING,178511000,0
LÅNGSERUDS FÖRSAMLING,178512000,0
RAMUNDEBODA FÖRSAMLING,186001000,0
FINNERÖDJA FÖRSAMLING,186002000,0
TIVEDS FÖRSAMLING,186003000,0
SKAGERSHULTS FÖRSAMLING,186004000,0
HALLSBERGS FÖRSAMLING,186101000,1
VIBY FÖRSAMLING T LÄN,186102000,0
SKÖLLERSTA FÖRSAMLING,186104000,1
SVENNEVADS FÖRSAMLING,186105000,1
BO FÖRSAMLING T LÄN,186106000,0
DEGERFORS FÖRSAMLING T LÄN,186201000,0
NYSUNDS FÖRSAMLING,186202000,1
HÄLLEFORS FÖRSAMLING,186301000,0
GRYTHYTTANS FÖRSAMLING,186302000,0
HJULSJÖ FÖRSAMLING,186303000,0
LJUSNARSBERGS FÖRSAMLING,186471000,0
ARVIKA FÖRSAMLING,188001001,0
LÄNGBRO FÖRSAMLING,188003000,1
EKERS FÖRSAMLING,188003004,0
ÅNSTA FÖRSAMLING,188003005,1
ALMBY FÖRSAMLING,188004000,1
MOSJÖ FÖRSAMLING,188005000,0
TÄBY FÖRSAMLING T LÄN,188006000,1
VINTROSA FÖRSAMLING,188007000,1
TYSSLINGE FÖRSAMLING,188008000,1
GRÄVE FÖRSAMLING,188009000,1
KILS FÖRSAMLING T LÄN,188010000,0
ERVALLA FÖRSAMLING,188011000,0
AXBERGS FÖRSAMLING,188012000,0
HOVSTA FÖRSAMLING,188013000,0
LÄNNÄS FÖRSAMLING T LÄN,188014000,0
ASKERS FÖRSAMLING,188015000,0
STORA MELLÖSA FÖRSAMLING,188016000,0
NORRBYÅS FÖRSAMLING,188017000,0
GÄLLERSTA FÖRSAMLING,188018000,0
HIDINGE FÖRSAMLING,188019000,1
KNISTA FÖRSAMLING,188020000,1
KRÄCKLINGE FÖRSAMLING,188021000,1
HACKVADS FÖRSAMLING,188022000,1
EDSBERGS FÖRSAMLING,188023000,1
TÅNGERÅSA FÖRSAMLING,188024000,0
KVISTBRO FÖRSAMLING,188025000,1
RINKABY FÖRSAMLING T LÄN,188026000,0
GLANSHAMMARS FÖRSAMLING,188027000,0
LILLKYRKA FÖRSAMLING,188029001,0
ÖDEBY FÖRSAMLING,188029002,0
KUMLA FÖRSAMLING T LÄN,188101000,1
HARDEMO FÖRSAMLING,188102000,1
EKEBY FÖRSAMLING T LÄN,188103000,1
ASKERSUNDS STADSFÖRSAMLING,188201002,0
ASKERSUNDS LANDSFÖRSAMLING,188201003,0
LERBÄCKS FÖRSAMLING,188203000,0
SNAVLUNDA FÖRSAMLING,188204000,0
HAMMARS FÖRSAMLING,188205000,0
KARLSKOGA FÖRSAMLING,188301000,1
JÄRNBOÅS FÖRSAMLING,188403000,0
NORA BERGS FÖRSAMLING,188404000,0
NORA STADSFÖRSAMLING,188404006,0
VIKERS FÖRSAMLING,188405000,0
LINDESBERGS LANDSFÖRSAMLING,188502005,0
LINDESBERGS STADSFÖRSAMLING,188502006,0
GULDSMEDSHYTTANS FÖRSAMLING,188503000,0
NÄSBY FÖRSAMLING T LÄN,188504000,0
FELLINGSBRO FÖRSAMLING,188505000,0
RAMSBERGS FÖRSAMLING,188507000,0
HEDS FÖRSAMLING,190401000,1
SKINNSKATTEBERGS FÖRSAMLING,190402000,1
GUNNILBO FÖRSAMLING,190403000,1
SURA FÖRSAMLING,190701000,1
RAMNÄS FÖRSAMLING,190702000,1
VÄSTERLÖVSTA FÖRSAMLING,191701000,0
HUDDUNGE FÖRSAMLING,191702000,0
ENÅKERS FÖRSAMLING,191703000,0
VITTINGE FÖRSAMLING,191704000,0
NORA FÖRSAMLING U LÄN,191705000,0
ÖSTERVÅLA FÖRSAMLING,191706000,0
HARBO FÖRSAMLING,191707000,0
KUNG KARLS FÖRSAMLING,196001000,0
TORPA FÖRSAMLING U LÄN,196003000,0
KUNGS BARKARÖ FÖRSAMLING,196004000,0
BJÖRSKOGS FÖRSAMLING,196005000,0
HALLSTAHAMMARS FÖRSAMLING,196101000,1
BERGS FÖRSAMLING U LÄN,196102000,1
KOLBÄCKS FÖRSAMLING,196103000,1
SÄBY FÖRSAMLING U LÄN,196104000,0
NORBERGS FÖRSAMLING,196201000,1
KARBENNINGS FÖRSAMLING,196202000,0
VÄSTERÅS DOMKYRKOFÖRSAMLING,198001000,1
VÄSTERÅS LUNDBY FÖRSAMLING,198002000,1
VÄSTERÅS BADELUNDA FÖRSAMLING,198003000,1
SKERIKE FÖRSAMLING,198004001,1
SANKT ILIANS FÖRSAMLING U LÄN,198004002,1
HARAKERS FÖRSAMLING,198005000,0
ROMFARTUNA FÖRSAMLING,198006000,1
SKULTUNA FÖRSAMLING,198007000,1
LILLHÄRADS FÖRSAMLING,198008000,1
DINGTUNA FÖRSAMLING,198009000,1
VÄSTERÅS BARKARÖ FÖRSAMLING,198010000,0
IRSTA FÖRSAMLING,198011000,0
KÄRRBO FÖRSAMLING,198012000,0
KUNGSÅRA FÖRSAMLING,198013000,0
ÄNGSÖ FÖRSAMLING,198014000,0
BJÖRKSTA FÖRSAMLING,198015000,0
HUBBO FÖRSAMLING,198016000,1
TILLBERGA FÖRSAMLING,198017000,1
TORTUNA FÖRSAMLING,198018000,0
SEVALLA FÖRSAMLING,198019000,0
RYTTERNE FÖRSAMLING,198020000,0
SALA STADSFÖRSAMLING,198101002,1
SALA LANDSFÖRSAMLING,198101003,0
VÄSTERFÄRNEBO FÖRSAMLING,198102000,0
FLÄCKEBO FÖRSAMLING,198103000,0
NORRBY FÖRSAMLING,198104000,0
TÄRNA FÖRSAMLING U LÄN,198105000,0
KUMLA FÖRSAMLING U LÄN,198106000,1
KILA FÖRSAMLING U LÄN,198107000,1
MÖKLINTA FÖRSAMLING,198108000,0
VÄSTANFORS FÖRSAMLING,198201000,1
VÄSTERVÅLA FÖRSAMLING,198202000,1
KÖPINGS FÖRSAMLING U LÄN,198301000,0
HIMMETA FÖRSAMLING,198302000,0
VÄSTRA SKEDVI FÖRSAMLING,198303000,0
BRO FÖRSAMLING,198304001,1
MALMA FÖRSAMLING,198304002,1
ODENSVI FÖRSAMLING U LÄN,198305000,1
MUNKTORPS FÖRSAMLING,198306000,0
ARBOGA STADSFÖRSAMLING,198401000,0
SÄTERBO FÖRSAMLING,198401002,0
ARBOGA LANDSFÖRSAMLING,198402000,0
MEDÅKERS FÖRSAMLING,198403000,0
GÖTLUNDA FÖRSAMLING U LÄN,198404000,0
NÅS FÖRSAMLING,202103000,0
ÄPPELBO FÖRSAMLING,202104000,0
JÄRNA FÖRSAMLING W LÄN,202171000,0
MALUNGS FÖRSAMLING,202302000,0
LIMA FÖRSAMLING,202303000,0
TRANSTRANDS FÖRSAMLING,202305000,0
MOCKFJÄRDS FÖRSAMLING,202601000,0
GAGNEFS FÖRSAMLING,202602000,0
FLODA FÖRSAMLING W LÄN,202603000,0
LEKSANDS FÖRSAMLING,202901000,0
DJURA FÖRSAMLING,202902000,0
ÅLS FÖRSAMLING,202903000,0
SILJANSNÄS FÖRSAMLING,202904000,0
RÄTTVIKS FÖRSAMLING,203101000,0
BODA FÖRSAMLING W LÄN,203103000,0
ORE FÖRSAMLING,203104000,0
ORSA FÖRSAMLING,203402000,0
ÄLVDALENS FÖRSAMLING,203902000,0
SÄRNA FÖRSAMLING 1652,203904000,0
IDRE FÖRSAMLING 1652,203905000,0
NORRBÄRKE FÖRSAMLING,206101000,0
SÖDERBÄRKE FÖRSAMLING,206102000,0
MALINGSBO FÖRSAMLING,206102003,0
MORA FÖRSAMLING,206201000,0
VÅMHUS FÖRSAMLING,206202000,0
SOLLERÖNS FÖRSAMLING,206203000,0
VENJANS FÖRSAMLING,206205000,0
FALU KRISTINE FÖRSAMLING,208001000,0
ASPEBODA FÖRSAMLING,208004000,0
VIKA FÖRSAMLING,208005000,0
HOSJÖ FÖRSAMLING,208006000,0
SUNDBORNS FÖRSAMLING,208007000,0
SVÄRDSJÖ FÖRSAMLING,208008000,0
SVARTNÄS FÖRSAMLING,208009000,0
ENVIKENS FÖRSAMLING,208010000,0
BJURSÅS FÖRSAMLING,208011000,0
STORA KOPPARBERGS FÖRSAMLING,208071000,0
TORSÅNGS FÖRSAMLING,208103000,0
STORA TUNA FÖRSAMLING,208171000,0
SÄTERS STADSFÖRSAMLING,208201002,0
SÄTERS LANDSFÖRSAMLING,208201003,0
STORA SKEDVI FÖRSAMLING,208202000,0
GUSTAFS FÖRSAMLING,208203000,0
SILVBERGS FÖRSAMLING,208204000,0
HEDEMORA STADSFÖRSAMLING,208301002,1
HEDEMORA LANDSFÖRSAMLING,208301003,1
GARPENBERGS FÖRSAMLING,208302000,1
HUSBY FÖRSAMLING W LÄN,208371000,1
AVESTA FÖRSAMLING,208401000,1
GRYTNÄS FÖRSAMLING,208406000,1
BY FÖRSAMLING W LÄN,208471000,1
FOLKÄRNA FÖRSAMLING,208472000,1
LUDVIKA FÖRSAMLING,208501000,0
GRANGÄRDE FÖRSAMLING,208503000,0
SÄFSNÄS FÖRSAMLING,208504000,0
ÅMOTS FÖRSAMLING,210101000,0
OCKELBO FÖRSAMLING,210102000,0
TORSÅKERS FÖRSAMLING X LÄN,210402000,1
OVANÅKERS FÖRSAMLING,212101000,0
VOXNA FÖRSAMLING,212102000,0
ALFTA FÖRSAMLING,212103000,0
ILSBO FÖRSAMLING,213201000,0
HARMÅNGERS FÖRSAMLING,213202000,0
JÄTTENDALS FÖRSAMLING,213203000,0
GNARPS FÖRSAMLING,213204000,0
BERGSJÖ FÖRSAMLING,213205000,0
HASSELA FÖRSAMLING,213206000,0
LJUSDALS FÖRSAMLING,216101000,0
LOS FÖRSAMLING,216103000,0
FÄRILA FÖRSAMLING,216104000,0
RAMSJÖ FÖRSAMLING,216106000,0
JÄRVSÖ FÖRSAMLING,216107000,0
GÄVLE FÖRSAMLING,218001001,1
HAMRÅNGE FÖRSAMLING,218003000,0
HEDESUNDA FÖRSAMLING,218004000,0
HILLE FÖRSAMLING,218005000,0
VALBO FÖRSAMLING,218006000,1
SANDVIKENS FÖRSAMLING,218101000,1
OVANSJÖ FÖRSAMLING,218102000,1
JÄRBO FÖRSAMLING X LÄN,218103000,0
ÅRSUNDA FÖRSAMLING,218104000,1
ÖSTERFÄRNEBO FÖRSAMLING,218105000,1
SÖDERHAMNS FÖRSAMLING,218201000,0
SKOGS FÖRSAMLING X LÄN,218203000,0
SÖDERALA FÖRSAMLING,218205000,0
MO FÖRSAMLING X LÄN,218207000,0
TRÖNÖ FÖRSAMLING,218208000,0
NORRALA FÖRSAMLING,218209000,0
BOLLNÄS FÖRSAMLING,218303000,0
RENGSJÖ FÖRSAMLING,218304000,0
SEGERSTA FÖRSAMLING,218305000,0
HANEBO FÖRSAMLING,218306000,0
UNDERSVIKS FÖRSAMLING,218308000,0
ARBRÅ FÖRSAMLING,218309000,0
HUDIKSVALLS FÖRSAMLING,218401000,0
IDENORS FÖRSAMLING,218402000,0
HÄLSINGTUNA FÖRSAMLING,218403000,0
ROGSTA FÖRSAMLING,218404000,0
NJUTÅNGERS FÖRSAMLING,218405000,0
NIANFORS FÖRSAMLING,218405003,0
